department,salary,mean_work_last_3_months,number_projects,satisfaction_level,last_evaluation,time_in_company,work_accident,left
support,low,245.3333333333333,5.0,75.0,90.0,5.0,0.0,1.0
technical,medium,271.3333333333333,6.0,10.0,93.0,4.0,0.0,1.0
management,medium,264.0,6.0,10.0,97.0,4.0,0.0,1.0
marketing,medium,255.66666666666663,2.0,45.0,50.0,3.0,0.0,1.0
marketing,medium,280.0,2.0,42.0,57.0,3.0,1.0,1.0
marketing,low,260.6666666666667,4.0,78.0,100.0,5.0,0.0,1.0
sales,low,262.6666666666667,2.0,45.0,55.0,3.0,0.0,1.0
sales,low,280.0,4.0,84.0,100.0,5.0,0.0,1.0
sales,low,274.6666666666667,6.0,11.0,93.0,4.0,0.0,1.0
sales,low,260.6666666666667,2.0,42.0,56.0,3.0,0.0,1.0
sales,low,266.0,2.0,45.0,46.0,3.0,0.0,1.0
sales,low,284.6666666666667,2.0,46.0,57.0,3.0,0.0,1.0
sales,low,269.3333333333333,6.0,9.0,79.0,5.0,0.0,1.0
sales,low,285.0,4.0,87.0,83.0,6.0,0.0,1.0
sales,low,264.3333333333333,6.0,10.0,87.0,4.0,0.0,1.0
sales,low,261.6666666666667,5.0,91.0,100.0,6.0,0.0,1.0
sales,low,271.3333333333333,4.0,76.0,92.0,5.0,0.0,1.0
sales,low,272.0,5.0,74.0,100.0,5.0,0.0,1.0
sales,low,269.3333333333333,5.0,92.0,93.0,5.0,0.0,1.0
sales,low,267.0,5.0,76.0,87.0,5.0,0.0,1.0
sales,low,279.0,4.0,47.0,50.0,4.0,0.0,1.0
sales,low,279.0,5.0,73.0,99.0,5.0,0.0,1.0
sales,low,274.6666666666667,6.0,9.0,94.0,4.0,0.0,1.0
sales,low,279.0,4.0,91.0,92.0,5.0,0.0,1.0
sales,low,290.3333333333333,4.0,82.0,98.0,5.0,0.0,1.0
accounting,low,271.0,6.0,28.0,45.0,4.0,0.0,1.0
accounting,medium,271.3333333333333,4.0,84.0,99.0,6.0,0.0,1.0
accounting,medium,242.0,2.0,45.0,53.0,3.0,0.0,1.0
hr,medium,280.3333333333333,2.0,45.0,54.0,3.0,0.0,1.0
hr,medium,275.6666666666667,5.0,91.0,97.0,5.0,0.0,1.0
hr,medium,276.6666666666667,2.0,42.0,48.0,3.0,0.0,1.0
hr,medium,278.6666666666667,4.0,82.0,100.0,6.0,0.0,1.0
technical,medium,260.3333333333333,6.0,11.0,90.0,4.0,0.0,1.0
technical,medium,283.0,3.0,42.0,53.0,4.0,0.0,1.0
technical,medium,263.3333333333333,4.0,82.0,85.0,5.0,0.0,1.0
technical,medium,288.0,6.0,9.0,96.0,4.0,0.0,1.0
technical,medium,276.3333333333333,6.0,10.0,94.0,4.0,0.0,1.0
technical,medium,277.3333333333333,5.0,86.0,100.0,5.0,0.0,1.0
technical,high,269.3333333333333,2.0,40.0,46.0,3.0,0.0,1.0
technical,low,270.6666666666667,2.0,45.0,46.0,3.0,0.0,1.0
technical,medium,272.0,2.0,42.0,51.0,3.0,0.0,1.0
technical,medium,269.0,4.0,74.0,92.0,5.0,0.0,1.0
technical,medium,275.3333333333333,3.0,55.0,60.0,4.0,0.0,1.0
support,medium,289.0,2.0,37.0,45.0,3.0,0.0,1.0
support,low,278.3333333333333,2.0,41.0,52.0,3.0,1.0,1.0
support,low,273.6666666666667,5.0,89.0,65.0,6.0,0.0,1.0
support,low,291.6666666666667,2.0,41.0,57.0,3.0,0.0,1.0
support,low,270.6666666666667,2.0,44.0,51.0,3.0,0.0,1.0
support,low,271.3333333333333,4.0,87.0,84.0,6.0,0.0,1.0
support,low,257.3333333333333,6.0,10.0,84.0,4.0,0.0,1.0
support,low,251.66666666666663,2.0,41.0,47.0,3.0,0.0,1.0
support,low,279.6666666666667,6.0,11.0,85.0,4.0,0.0,1.0
support,low,282.6666666666667,2.0,43.0,53.0,3.0,0.0,1.0
support,low,261.0,4.0,77.0,90.0,5.0,0.0,1.0
technical,low,287.3333333333333,2.0,41.0,52.0,3.0,0.0,1.0
technical,low,261.0,2.0,41.0,48.0,3.0,0.0,1.0
technical,low,277.6666666666667,2.0,36.0,78.0,4.0,0.0,1.0
management,low,265.0,5.0,77.0,100.0,5.0,0.0,1.0
IT,low,279.6666666666667,5.0,81.0,98.0,5.0,0.0,1.0
IT,low,266.0,2.0,39.0,54.0,3.0,0.0,1.0
IT,low,268.0,6.0,9.0,94.0,5.0,0.0,1.0
IT,low,265.6666666666667,2.0,44.0,46.0,3.0,0.0,1.0
IT,low,283.3333333333333,5.0,10.0,84.0,4.0,0.0,1.0
product_mng,low,273.0,2.0,36.0,48.0,3.0,0.0,1.0
product_mng,low,278.0,5.0,81.0,92.0,5.0,0.0,1.0
product_mng,medium,278.6666666666667,4.0,81.0,90.0,5.0,0.0,1.0
product_mng,medium,272.3333333333333,5.0,85.0,98.0,5.0,0.0,1.0
IT,medium,289.0,6.0,10.0,87.0,4.0,0.0,1.0
RandD,medium,276.0,2.0,37.0,54.0,3.0,0.0,1.0
RandD,medium,281.3333333333333,7.0,9.0,97.0,4.0,1.0,1.0
RandD,medium,291.3333333333333,2.0,44.0,53.0,3.0,0.0,1.0
RandD,medium,279.0,5.0,86.0,93.0,5.0,0.0,1.0
RandD,medium,270.6666666666667,4.0,77.0,100.0,5.0,0.0,1.0
marketing,medium,262.0,2.0,41.0,48.0,3.0,0.0,1.0
sales,medium,286.6666666666667,2.0,40.0,48.0,3.0,0.0,1.0
accounting,medium,274.6666666666667,2.0,43.0,49.0,3.0,0.0,1.0
support,medium,278.3333333333333,2.0,43.0,50.0,3.0,0.0,1.0
technical,high,294.6666666666667,3.0,80.0,53.0,5.0,0.0,1.0
management,low,273.0,4.0,80.0,85.0,5.0,0.0,1.0
marketing,medium,276.3333333333333,5.0,82.0,98.0,5.0,0.0,1.0
marketing,medium,271.3333333333333,2.0,37.0,54.0,3.0,0.0,1.0
marketing,medium,284.0,2.0,37.0,48.0,3.0,0.0,1.0
sales,medium,276.0,6.0,9.0,95.0,4.0,0.0,1.0
sales,low,279.6666666666667,5.0,90.0,92.0,5.0,0.0,1.0
sales,low,280.6666666666667,2.0,41.0,52.0,3.0,0.0,1.0
sales,low,267.3333333333333,6.0,10.0,85.0,4.0,0.0,1.0
sales,low,284.3333333333333,2.0,44.0,53.0,3.0,0.0,1.0
sales,low,275.3333333333333,5.0,89.0,85.0,5.0,0.0,1.0
sales,low,277.3333333333333,2.0,42.0,56.0,3.0,0.0,1.0
sales,low,276.3333333333333,5.0,87.0,100.0,5.0,0.0,1.0
sales,low,279.3333333333333,2.0,45.0,57.0,3.0,0.0,1.0
sales,low,285.6666666666667,5.0,11.0,87.0,4.0,0.0,1.0
sales,low,277.0,6.0,9.0,79.0,4.0,0.0,1.0
sales,low,282.6666666666667,5.0,76.0,83.0,5.0,0.0,1.0
sales,low,268.6666666666667,7.0,11.0,96.0,5.0,0.0,1.0
sales,low,296.6666666666667,2.0,37.0,49.0,3.0,0.0,1.0
sales,low,269.3333333333333,6.0,10.0,79.0,4.0,0.0,1.0
sales,low,264.6666666666667,4.0,77.0,87.0,6.0,0.0,1.0
sales,low,300.3333333333333,2.0,42.0,54.0,3.0,1.0,1.0
sales,low,262.3333333333333,2.0,38.0,52.0,3.0,0.0,1.0
sales,low,274.3333333333333,5.0,32.0,95.0,2.0,0.0,1.0
accounting,low,288.0,2.0,38.0,49.0,3.0,0.0,1.0
accounting,low,273.6666666666667,4.0,19.0,100.0,4.0,0.0,1.0
accounting,low,277.0,7.0,10.0,83.0,4.0,0.0,1.0
hr,medium,268.6666666666667,4.0,76.0,88.0,4.0,0.0,1.0
hr,medium,265.6666666666667,4.0,53.0,56.0,6.0,0.0,1.0
hr,medium,272.6666666666667,2.0,39.0,51.0,3.0,0.0,1.0
hr,medium,264.6666666666667,6.0,11.0,83.0,4.0,0.0,1.0
technical,medium,293.6666666666667,6.0,10.0,94.0,4.0,0.0,1.0
technical,medium,276.3333333333333,5.0,84.0,100.0,5.0,0.0,1.0
technical,medium,264.0,4.0,82.0,99.0,6.0,0.0,1.0
technical,medium,282.3333333333333,6.0,10.0,82.0,4.0,0.0,1.0
technical,medium,283.3333333333333,7.0,59.0,49.0,4.0,0.0,1.0
technical,medium,266.6666666666667,2.0,44.0,48.0,3.0,0.0,1.0
technical,medium,272.3333333333333,2.0,89.0,95.0,5.0,0.0,1.0
technical,medium,288.6666666666667,5.0,91.0,84.0,5.0,0.0,1.0
technical,high,262.0,5.0,66.0,57.0,5.0,0.0,1.0
technical,low,279.3333333333333,7.0,11.0,87.0,5.0,0.0,1.0
technical,medium,275.3333333333333,2.0,43.0,51.0,3.0,0.0,1.0
support,medium,285.0,4.0,78.0,83.0,6.0,0.0,1.0
support,medium,284.3333333333333,6.0,11.0,97.0,5.0,0.0,1.0
support,medium,267.6666666666667,4.0,83.0,98.0,5.0,0.0,1.0
support,low,279.0,2.0,39.0,54.0,3.0,0.0,1.0
support,low,280.0,2.0,38.0,55.0,3.0,0.0,1.0
support,low,269.3333333333333,2.0,37.0,57.0,3.0,0.0,1.0
support,low,274.0,2.0,44.0,48.0,3.0,0.0,1.0
support,low,279.0,2.0,53.0,85.0,5.0,0.0,1.0
support,low,290.6666666666667,6.0,9.0,96.0,4.0,0.0,1.0
support,low,285.3333333333333,6.0,11.0,89.0,4.0,0.0,1.0
support,low,254.66666666666663,5.0,83.0,96.0,5.0,0.0,1.0
technical,low,277.3333333333333,5.0,88.0,100.0,6.0,1.0,1.0
technical,low,283.0,6.0,10.0,89.0,4.0,0.0,1.0
technical,low,263.6666666666667,7.0,9.0,86.0,4.0,0.0,1.0
management,low,292.0,2.0,44.0,54.0,3.0,0.0,1.0
IT,low,282.0,2.0,39.0,51.0,3.0,0.0,1.0
IT,low,247.66666666666663,4.0,87.0,94.0,5.0,0.0,1.0
IT,low,279.0,4.0,74.0,99.0,5.0,0.0,1.0
IT,low,265.6666666666667,7.0,10.0,95.0,4.0,0.0,1.0
IT,low,256.3333333333333,4.0,74.0,82.0,6.0,0.0,1.0
product_mng,low,267.3333333333333,5.0,75.0,99.0,5.0,0.0,1.0
product_mng,low,248.3333333333333,2.0,41.0,56.0,3.0,0.0,1.0
product_mng,low,277.3333333333333,2.0,41.0,45.0,3.0,1.0,1.0
product_mng,low,272.3333333333333,7.0,9.0,90.0,4.0,0.0,1.0
IT,medium,271.6666666666667,6.0,9.0,80.0,5.0,0.0,1.0
accounting,medium,296.0,2.0,39.0,57.0,3.0,0.0,1.0
accounting,medium,269.3333333333333,2.0,40.0,56.0,3.0,0.0,1.0
hr,medium,273.6666666666667,2.0,37.0,54.0,3.0,1.0,1.0
hr,medium,271.3333333333333,6.0,10.0,84.0,4.0,0.0,1.0
hr,medium,270.0,2.0,43.0,51.0,3.0,0.0,1.0
marketing,medium,254.0,5.0,75.0,85.0,6.0,1.0,1.0
sales,medium,266.6666666666667,2.0,37.0,56.0,3.0,0.0,1.0
accounting,medium,266.0,6.0,11.0,85.0,4.0,0.0,1.0
support,medium,278.0,2.0,45.0,45.0,3.0,1.0,1.0
technical,medium,276.6666666666667,5.0,87.0,100.0,5.0,1.0,1.0
management,medium,272.3333333333333,7.0,11.0,94.0,4.0,0.0,1.0
marketing,high,285.6666666666667,2.0,45.0,54.0,3.0,0.0,1.0
marketing,low,266.0,4.0,81.0,87.0,5.0,0.0,1.0
marketing,medium,282.3333333333333,5.0,77.0,91.0,5.0,0.0,1.0
sales,medium,260.6666666666667,5.0,89.0,92.0,5.0,0.0,1.0
sales,medium,281.3333333333333,2.0,43.0,49.0,3.0,0.0,1.0
sales,medium,267.3333333333333,5.0,78.0,100.0,5.0,0.0,1.0
sales,low,288.6666666666667,2.0,37.0,47.0,3.0,0.0,1.0
sales,low,272.6666666666667,2.0,37.0,50.0,3.0,0.0,1.0
sales,low,242.0,4.0,85.0,82.0,5.0,0.0,1.0
sales,low,275.0,2.0,41.0,47.0,3.0,0.0,1.0
sales,low,274.6666666666667,6.0,11.0,96.0,4.0,0.0,1.0
sales,low,280.6666666666667,5.0,75.0,99.0,5.0,0.0,1.0
sales,low,274.3333333333333,5.0,82.0,85.0,5.0,0.0,1.0
sales,low,267.3333333333333,5.0,79.0,100.0,6.0,0.0,1.0
sales,low,267.0,2.0,43.0,53.0,3.0,0.0,1.0
sales,low,273.3333333333333,7.0,10.0,90.0,4.0,0.0,1.0
sales,low,283.6666666666667,2.0,46.0,48.0,3.0,1.0,1.0
sales,low,295.3333333333333,2.0,43.0,57.0,3.0,0.0,1.0
sales,low,276.6666666666667,2.0,43.0,55.0,3.0,0.0,1.0
sales,low,271.0,7.0,11.0,80.0,4.0,0.0,1.0
sales,low,278.3333333333333,6.0,9.0,86.0,4.0,0.0,1.0
sales,low,271.3333333333333,2.0,37.0,53.0,3.0,0.0,1.0
accounting,low,276.3333333333333,2.0,40.0,57.0,3.0,0.0,1.0
accounting,low,268.6666666666667,7.0,10.0,77.0,4.0,0.0,1.0
accounting,low,281.0,2.0,41.0,53.0,3.0,0.0,1.0
hr,low,262.0,3.0,79.0,58.0,4.0,0.0,1.0
hr,low,272.6666666666667,7.0,11.0,79.0,4.0,0.0,1.0
hr,medium,269.6666666666667,6.0,10.0,97.0,4.0,0.0,1.0
hr,medium,281.3333333333333,2.0,44.0,51.0,3.0,0.0,1.0
technical,medium,271.6666666666667,4.0,25.0,46.0,4.0,0.0,1.0
technical,medium,273.0,2.0,44.0,52.0,3.0,0.0,1.0
technical,medium,270.0,4.0,73.0,100.0,5.0,0.0,1.0
technical,medium,269.3333333333333,5.0,75.0,97.0,6.0,0.0,1.0
technical,medium,296.0,2.0,36.0,47.0,3.0,0.0,1.0
technical,medium,288.6666666666667,2.0,37.0,49.0,3.0,0.0,1.0
technical,medium,283.3333333333333,2.0,39.0,49.0,3.0,0.0,1.0
technical,medium,258.3333333333333,2.0,48.0,78.0,2.0,0.0,1.0
technical,medium,275.3333333333333,4.0,57.0,72.0,6.0,0.0,1.0
technical,medium,295.0,5.0,90.0,96.0,5.0,0.0,1.0
technical,high,292.0,2.0,39.0,55.0,3.0,0.0,1.0
support,low,269.3333333333333,2.0,44.0,51.0,3.0,0.0,1.0
support,medium,277.0,5.0,81.0,88.0,5.0,0.0,1.0
support,medium,287.3333333333333,5.0,74.0,87.0,5.0,0.0,1.0
support,medium,289.3333333333333,2.0,44.0,56.0,3.0,0.0,1.0
support,medium,276.3333333333333,2.0,41.0,56.0,3.0,0.0,1.0
support,low,281.0,2.0,40.0,51.0,3.0,0.0,1.0
support,low,275.0,2.0,46.0,57.0,3.0,0.0,1.0
support,low,274.0,2.0,80.0,83.0,3.0,0.0,1.0
support,low,292.3333333333333,5.0,87.0,90.0,5.0,0.0,1.0
support,low,282.0,2.0,39.0,54.0,3.0,0.0,1.0
support,low,287.0,2.0,38.0,55.0,3.0,0.0,1.0
technical,low,278.3333333333333,2.0,66.0,67.0,3.0,0.0,1.0
technical,low,290.3333333333333,6.0,10.0,80.0,4.0,0.0,1.0
technical,low,280.0,2.0,37.0,54.0,3.0,0.0,1.0
management,low,264.0,6.0,10.0,77.0,4.0,0.0,1.0
IT,low,267.3333333333333,5.0,9.0,87.0,4.0,0.0,1.0
IT,low,277.3333333333333,5.0,86.0,84.0,5.0,0.0,1.0
IT,low,251.3333333333333,6.0,11.0,90.0,4.0,0.0,1.0
IT,low,270.6666666666667,2.0,37.0,46.0,3.0,0.0,1.0
IT,low,270.6666666666667,7.0,11.0,92.0,4.0,0.0,1.0
product_mng,low,271.0,5.0,77.0,98.0,6.0,0.0,1.0
product_mng,low,274.0,5.0,84.0,94.0,6.0,0.0,1.0
product_mng,low,268.0,7.0,10.0,84.0,4.0,0.0,1.0
product_mng,low,266.0,5.0,83.0,90.0,5.0,0.0,1.0
IT,low,289.0,6.0,11.0,79.0,4.0,0.0,1.0
RandD,low,264.6666666666667,5.0,86.0,92.0,5.0,0.0,1.0
RandD,medium,277.0,2.0,38.0,56.0,3.0,0.0,1.0
RandD,medium,270.3333333333333,5.0,11.0,88.0,4.0,0.0,1.0
RandD,medium,281.0,2.0,45.0,49.0,3.0,0.0,1.0
RandD,medium,265.6666666666667,7.0,10.0,85.0,4.0,0.0,1.0
marketing,medium,273.0,7.0,9.0,95.0,4.0,0.0,1.0
sales,medium,275.3333333333333,2.0,39.0,53.0,3.0,0.0,1.0
accounting,medium,283.0,2.0,37.0,47.0,3.0,1.0,1.0
support,medium,259.6666666666667,5.0,81.0,97.0,5.0,0.0,1.0
technical,medium,291.6666666666667,7.0,9.0,90.0,4.0,0.0,1.0
management,medium,275.6666666666667,7.0,10.0,88.0,4.0,0.0,1.0
marketing,medium,263.3333333333333,2.0,39.0,49.0,3.0,0.0,1.0
marketing,medium,283.0,4.0,83.0,95.0,5.0,0.0,1.0
marketing,high,263.3333333333333,2.0,45.0,57.0,3.0,0.0,1.0
sales,low,276.0,2.0,43.0,51.0,3.0,0.0,1.0
sales,medium,282.6666666666667,3.0,80.0,75.0,2.0,0.0,1.0
sales,medium,265.3333333333333,6.0,10.0,86.0,4.0,0.0,1.0
sales,medium,271.6666666666667,2.0,10.0,55.0,4.0,0.0,1.0
sales,medium,276.0,2.0,36.0,52.0,3.0,0.0,1.0
sales,low,275.6666666666667,2.0,38.0,50.0,3.0,0.0,1.0
sales,low,274.0,5.0,78.0,98.0,6.0,0.0,1.0
sales,low,276.0,2.0,44.0,49.0,3.0,0.0,1.0
sales,low,284.0,2.0,41.0,46.0,3.0,1.0,1.0
sales,low,286.6666666666667,5.0,72.0,85.0,6.0,0.0,1.0
sales,low,292.3333333333333,2.0,46.0,54.0,3.0,0.0,1.0
sales,low,262.0,7.0,10.0,90.0,4.0,0.0,1.0
sales,low,260.3333333333333,4.0,34.0,67.0,2.0,0.0,1.0
sales,low,260.3333333333333,6.0,11.0,89.0,5.0,0.0,1.0
sales,low,269.0,2.0,38.0,56.0,3.0,0.0,1.0
sales,low,274.0,5.0,82.0,92.0,5.0,0.0,1.0
sales,low,285.3333333333333,2.0,39.0,57.0,3.0,0.0,1.0
sales,low,270.3333333333333,2.0,44.0,53.0,3.0,0.0,1.0
sales,low,272.0,2.0,43.0,52.0,3.0,0.0,1.0
accounting,low,286.3333333333333,4.0,84.0,83.0,5.0,0.0,1.0
accounting,low,276.3333333333333,2.0,43.0,48.0,3.0,0.0,1.0
accounting,low,274.3333333333333,2.0,37.0,52.0,3.0,0.0,1.0
hr,low,270.6666666666667,4.0,74.0,97.0,5.0,0.0,1.0
hr,low,273.6666666666667,5.0,73.0,97.0,5.0,0.0,1.0
hr,low,273.6666666666667,2.0,37.0,47.0,3.0,0.0,1.0
hr,low,279.6666666666667,4.0,58.0,62.0,3.0,0.0,1.0
technical,medium,274.6666666666667,2.0,40.0,54.0,3.0,0.0,1.0
technical,medium,260.6666666666667,5.0,51.0,83.0,4.0,0.0,1.0
technical,medium,276.3333333333333,2.0,46.0,50.0,3.0,0.0,1.0
technical,medium,268.6666666666667,2.0,45.0,54.0,3.0,0.0,1.0
technical,medium,281.0,2.0,46.0,50.0,3.0,0.0,1.0
technical,medium,262.0,2.0,39.0,45.0,3.0,0.0,1.0
technical,medium,263.3333333333333,6.0,9.0,88.0,4.0,0.0,1.0
technical,medium,271.0,6.0,9.0,77.0,4.0,0.0,1.0
technical,medium,290.3333333333333,2.0,37.0,51.0,3.0,0.0,1.0
technical,medium,281.3333333333333,7.0,10.0,89.0,4.0,0.0,1.0
technical,medium,284.6666666666667,4.0,77.0,100.0,5.0,0.0,1.0
support,medium,264.3333333333333,5.0,79.0,86.0,5.0,0.0,1.0
support,high,295.6666666666667,2.0,43.0,55.0,3.0,0.0,1.0
support,low,274.3333333333333,2.0,38.0,53.0,3.0,0.0,1.0
support,medium,272.6666666666667,5.0,77.0,91.0,6.0,0.0,1.0
support,medium,294.0,2.0,44.0,50.0,3.0,0.0,1.0
support,medium,265.3333333333333,2.0,39.0,46.0,3.0,0.0,1.0
support,medium,263.6666666666667,5.0,78.0,89.0,6.0,0.0,1.0
support,low,267.6666666666667,6.0,10.0,79.0,5.0,0.0,1.0
support,low,262.3333333333333,5.0,10.0,77.0,4.0,0.0,1.0
support,low,269.0,5.0,75.0,85.0,5.0,0.0,1.0
support,low,286.6666666666667,6.0,46.0,62.0,3.0,0.0,1.0
technical,low,281.6666666666667,4.0,91.0,97.0,6.0,0.0,1.0
technical,low,297.6666666666667,6.0,10.0,92.0,4.0,0.0,1.0
technical,low,255.3333333333333,3.0,72.0,60.0,5.0,0.0,1.0
management,low,283.0,6.0,11.0,95.0,4.0,0.0,1.0
IT,low,302.6666666666667,6.0,11.0,94.0,4.0,0.0,1.0
IT,low,266.6666666666667,2.0,46.0,57.0,3.0,0.0,1.0
IT,low,271.0,2.0,37.0,46.0,3.0,0.0,1.0
IT,low,270.0,2.0,46.0,50.0,3.0,0.0,1.0
IT,low,272.0,2.0,43.0,57.0,3.0,0.0,1.0
product_mng,low,247.66666666666663,6.0,11.0,82.0,4.0,0.0,1.0
product_mng,low,258.0,5.0,73.0,89.0,6.0,0.0,1.0
product_mng,low,291.0,2.0,43.0,47.0,3.0,0.0,1.0
product_mng,low,273.0,5.0,86.0,100.0,5.0,0.0,1.0
IT,low,277.6666666666667,6.0,10.0,83.0,4.0,0.0,1.0
sales,low,264.0,2.0,40.0,49.0,3.0,0.0,1.0
sales,low,262.6666666666667,7.0,11.0,87.0,4.0,0.0,1.0
sales,low,278.6666666666667,3.0,86.0,98.0,5.0,0.0,1.0
sales,medium,270.3333333333333,3.0,42.0,100.0,3.0,0.0,1.0
sales,medium,278.3333333333333,4.0,79.0,84.0,5.0,0.0,1.0
marketing,medium,272.6666666666667,7.0,10.0,96.0,4.0,0.0,1.0
sales,medium,282.0,7.0,9.0,92.0,4.0,0.0,1.0
accounting,medium,274.6666666666667,6.0,9.0,82.0,4.0,0.0,1.0
support,medium,289.6666666666667,4.0,87.0,100.0,5.0,0.0,1.0
technical,medium,271.3333333333333,2.0,36.0,49.0,3.0,0.0,1.0
management,medium,283.3333333333333,3.0,42.0,75.0,4.0,0.0,1.0
marketing,medium,263.6666666666667,5.0,84.0,86.0,5.0,0.0,1.0
marketing,medium,298.3333333333333,6.0,10.0,83.0,4.0,0.0,1.0
marketing,medium,279.3333333333333,3.0,78.0,71.0,5.0,0.0,1.0
sales,medium,268.0,3.0,35.0,99.0,4.0,0.0,1.0
sales,high,281.0,7.0,10.0,81.0,4.0,0.0,1.0
sales,low,291.6666666666667,6.0,11.0,80.0,4.0,0.0,1.0
sales,medium,287.3333333333333,2.0,43.0,48.0,3.0,0.0,1.0
sales,medium,265.3333333333333,2.0,38.0,45.0,3.0,0.0,1.0
sales,medium,284.3333333333333,2.0,46.0,54.0,3.0,0.0,1.0
sales,medium,272.0,4.0,89.0,82.0,5.0,0.0,1.0
sales,low,258.0,2.0,45.0,50.0,3.0,0.0,1.0
sales,low,284.3333333333333,2.0,44.0,53.0,3.0,0.0,1.0
sales,low,294.3333333333333,5.0,74.0,54.0,3.0,0.0,1.0
sales,low,272.6666666666667,2.0,45.0,54.0,3.0,0.0,1.0
sales,low,290.0,4.0,79.0,93.0,5.0,0.0,1.0
sales,low,271.0,5.0,79.0,91.0,5.0,0.0,1.0
sales,low,273.0,6.0,11.0,87.0,4.0,0.0,1.0
sales,low,281.0,2.0,42.0,48.0,3.0,0.0,1.0
sales,low,273.0,6.0,64.0,90.0,2.0,0.0,1.0
sales,low,265.0,2.0,40.0,55.0,3.0,0.0,1.0
sales,low,270.3333333333333,5.0,84.0,98.0,5.0,0.0,1.0
sales,low,280.6666666666667,5.0,73.0,92.0,5.0,0.0,1.0
accounting,low,286.3333333333333,2.0,40.0,51.0,3.0,0.0,1.0
accounting,low,267.0,2.0,36.0,45.0,3.0,0.0,1.0
accounting,low,280.6666666666667,2.0,43.0,47.0,3.0,0.0,1.0
hr,low,277.0,6.0,11.0,78.0,4.0,0.0,1.0
hr,low,262.0,5.0,91.0,100.0,6.0,0.0,1.0
hr,low,277.6666666666667,5.0,80.0,100.0,5.0,0.0,1.0
hr,low,263.6666666666667,2.0,42.0,49.0,3.0,0.0,1.0
technical,low,276.6666666666667,4.0,31.0,87.0,3.0,0.0,1.0
technical,low,283.6666666666667,2.0,44.0,47.0,3.0,0.0,1.0
technical,medium,260.6666666666667,2.0,38.0,54.0,3.0,0.0,1.0
technical,medium,277.0,2.0,45.0,56.0,3.0,0.0,1.0
technical,medium,266.3333333333333,2.0,43.0,46.0,3.0,0.0,1.0
technical,medium,280.3333333333333,2.0,45.0,46.0,3.0,1.0,1.0
technical,medium,300.6666666666667,2.0,43.0,57.0,3.0,0.0,1.0
technical,medium,267.3333333333333,2.0,43.0,49.0,3.0,0.0,1.0
technical,medium,275.3333333333333,6.0,9.0,83.0,4.0,0.0,1.0
technical,medium,264.3333333333333,2.0,43.0,47.0,3.0,0.0,1.0
technical,medium,283.3333333333333,4.0,79.0,94.0,5.0,0.0,1.0
support,medium,258.3333333333333,3.0,85.0,58.0,2.0,0.0,1.0
support,medium,295.0,2.0,38.0,45.0,3.0,0.0,1.0
support,medium,271.0,7.0,11.0,92.0,4.0,0.0,1.0
support,high,260.6666666666667,5.0,83.0,99.0,5.0,0.0,1.0
support,low,277.6666666666667,4.0,81.0,91.0,5.0,0.0,1.0
support,medium,282.3333333333333,2.0,42.0,56.0,3.0,0.0,1.0
support,medium,277.3333333333333,6.0,11.0,87.0,4.0,0.0,1.0
support,medium,290.3333333333333,7.0,11.0,85.0,4.0,0.0,1.0
support,medium,284.3333333333333,7.0,10.0,89.0,4.0,0.0,1.0
support,low,263.0,5.0,50.0,54.0,4.0,0.0,1.0
support,low,264.0,2.0,44.0,49.0,3.0,0.0,1.0
technical,low,280.3333333333333,6.0,11.0,90.0,4.0,0.0,1.0
technical,low,263.6666666666667,2.0,39.0,52.0,3.0,0.0,1.0
technical,low,263.6666666666667,6.0,11.0,78.0,4.0,0.0,1.0
management,low,273.0,2.0,36.0,50.0,3.0,0.0,1.0
IT,low,269.3333333333333,2.0,43.0,51.0,3.0,0.0,1.0
IT,low,276.3333333333333,2.0,40.0,50.0,3.0,0.0,1.0
IT,low,278.3333333333333,4.0,86.0,84.0,6.0,0.0,1.0
IT,low,253.66666666666663,2.0,38.0,49.0,3.0,0.0,1.0
IT,low,273.0,2.0,46.0,45.0,3.0,0.0,1.0
product_mng,low,267.3333333333333,2.0,37.0,57.0,3.0,0.0,1.0
product_mng,low,288.6666666666667,2.0,43.0,52.0,3.0,0.0,1.0
product_mng,low,280.6666666666667,5.0,66.0,93.0,5.0,0.0,1.0
product_mng,low,283.3333333333333,2.0,37.0,48.0,3.0,0.0,1.0
IT,low,283.3333333333333,5.0,77.0,92.0,5.0,0.0,1.0
sales,low,287.6666666666667,2.0,38.0,55.0,3.0,0.0,1.0
sales,low,287.3333333333333,2.0,39.0,54.0,3.0,0.0,1.0
sales,low,293.3333333333333,2.0,41.0,55.0,3.0,0.0,1.0
sales,low,265.6666666666667,7.0,10.0,90.0,4.0,0.0,1.0
sales,low,254.3333333333333,6.0,9.0,93.0,4.0,0.0,1.0
marketing,medium,283.3333333333333,2.0,41.0,47.0,3.0,0.0,1.0
sales,medium,274.3333333333333,2.0,39.0,46.0,3.0,0.0,1.0
accounting,medium,263.3333333333333,4.0,83.0,99.0,5.0,0.0,1.0
support,medium,272.3333333333333,3.0,9.0,87.0,2.0,0.0,1.0
technical,medium,304.0,5.0,75.0,81.0,5.0,0.0,1.0
management,medium,290.6666666666667,2.0,44.0,54.0,3.0,0.0,1.0
marketing,medium,278.3333333333333,6.0,10.0,84.0,5.0,0.0,1.0
marketing,medium,264.0,2.0,42.0,46.0,3.0,0.0,1.0
